PM	OL	OR	RYEAR	RMONTH	RDAY	RTITLE	RFILENAME	OYEAR	OMONTH	ODAY	OTITLE	OFILENAME
278	418	425	1801	07	02	Morning Chronicle	1801.07.02_MorningChronicle_0001	1801	07	01	Morning Chronicle	1801.07.01_MorningChronicle_0001
345	547	546	1801	07	02	Morning Chronicle	1801.07.02_MorningChronicle_0004	1801	07	01	Morning Chronicle	1801.07.01_MorningChronicle_0003
330	470	487	1801	07	02	Trewman’s Exeter Flying Post	1801.07.02_Trewman'sExeterFlyingPost_0004	1801	07	02	Caledonian Mercury	1801.07.02_CaledonianMercury_0002
288	446	447	1801	07	02	Trewman’s Exeter Flying Post	1801.07.02_Trewman'sExeterFlyingPost_0004	1801	07	02	Caledonian Mercury	1801.07.02_CaledonianMercury_0003
586	978	968	1801	07	03	Morning Chronicle	1801.07.03_MorningChronicle_0001	1801	07	01	Morning Chronicle	1801.07.01_MorningChronicle_0001
222	386	380	1801	07	03	Morning Chronicle	1801.07.03_MorningChronicle_0004	1801	07	01	Morning Chronicle	1801.07.01_MorningChronicle_0003
270	417	417	1801	07	03	Morning Chronicle	1801.07.03_MorningChronicle_0004	1801	07	02	Morning Chronicle	1801.07.02_MorningChronicle_0003
456	664	692	1801	07	04	Caledonian Mercury	1801.07.04_CaledonianMercury_0001	1801	07	02	Caledonian Mercury	1801.07.02_CaledonianMercury_0001
218	281	272	1801	07	04	Caledonian Mercury	1801.07.04_CaledonianMercury_0002	1801	07	01	Morning Chronicle	1801.07.01_MorningChronicle_0002
305	408	414	1801	07	04	Jackson’s Oxford Journal	1801.07.04_Jackson'sOxfordJournal_0002	1801	07	01	Morning Chronicle	1801.07.01_MorningChronicle_0002
333	480	476	1801	07	04	Jackson’s Oxford Journal	1801.07.04_Jackson'sOxfordJournal_0003	1801	07	03	Morning Chronicle	1801.07.03_MorningChronicle_0002
306	529	540	1801	07	04	Jackson’s Oxford Journal	1801.07.04_Jackson'sOxfordJournal_0004	1801	07	02	Derby Mercury	1801.07.02_TheDerbyMercury_0003
262	390	392	1801	07	04	Morning Chronicle	1801.07.04_MorningChronicle_0001	1801	07	01	Morning Chronicle	1801.07.01_MorningChronicle_0001
282	476	470	1801	07	04	Morning Chronicle	1801.07.04_MorningChronicle_0001	1801	07	02	Morning Chronicle	1801.07.02_MorningChronicle_0001
222	300	305	1801	07	04	Morning Chronicle	1801.07.04_MorningChronicle_0003	1801	07	02	Morning Chronicle	1801.07.02_MorningChronicle_0003
900	1521	1526	1801	07	04	Morning Chronicle	1801.07.04_MorningChronicle_0004	1801	07	01	Morning Chronicle	1801.07.01_MorningChronicle_0004
211	333	333	1801	07	04	Ipswich Journal	1801.07.04_TheIpswichJournal_0004	1801	07	02	Derby Mercury	1801.07.02_TheDerbyMercury_0003
209	350	345	1801	07	04	Ipswich Journal	1801.07.04_TheIpswichJournal_0004	1801	07	04	Jackson’s Oxford Journal	1801.07.04_Jackson'sOxfordJournal_0004
