PM	OL	OR	RYEAR	RMONTH	RDAY	RTITLE	RFILENAME	OYEAR	OMONTH	ODAY	OTITLE	OFILENAME
335	469	480	1832	02	02	Caledonian Mercury	1832.02.02_CaledonianMercury_0004	1832	02	01	Derby Mercury	1832.02.01_TheDerbyMercury_0004
262	363	369	1832	02	02	Freeman’s Journal	1832.02.02_Freeman'sJournalandDailyCommercialAdvertiser_0002	1832	02	01	Derby Mercury	1832.02.01_TheDerbyMercury_0002
242	379	387	1832	02	02	Morning Chronicle	1832.02.02_TheMorningChronicle_0002	1832	02	01	Morning Chronicle	1832.02.01_TheMorningChronicle_0003
459	701	717	1832	02	03	Freeman’s Journal	1832.02.03_Freeman'sJournalandDailyCommercialAdvertiser_0001	1832	02	02	Freeman’s Journal	1832.02.02_Freeman'sJournalandDailyCommercialAdvertiser_0001
289	429	441	1832	02	03	Liverpool Mercury	1832.02.03_LiverpoolMercuryetc_0002	1832	02	01	Derby Mercury	1832.02.01_TheDerbyMercury_0002
279	401	419	1832	02	03	Belfast News-Letter	1832.02.03_TheBelfastNews-Letter_0004	1832	02	01	Derby Mercury	1832.02.01_TheDerbyMercury_0004
244	380	381	1832	02	03	Morning Chronicle	1832.02.03_TheMorningChronicle_0004	1832	02	01	Morning Chronicle	1832.02.01_TheMorningChronicle_0003
266	437	425	1832	02	03	Morning Chronicle	1832.02.03_TheMorningChronicle_0004	1832	02	02	Morning Chronicle	1832.02.02_TheMorningChronicle_0002
489	775	756	1832	02	04	Caledonian Mercury	1832.02.04_CaledonianMercury_0001	1832	02	01	Derby Mercury	1832.02.01_TheDerbyMercury_0001
546	877	854	1832	02	04	Caledonian Mercury	1832.02.04_CaledonianMercury_0002	1832	02	01	Morning Chronicle	1832.02.01_TheMorningChronicle_0002
606	982	963	1832	02	04	Caledonian Mercury	1832.02.04_CaledonianMercury_0002	1832	02	03	Freeman’s Journal	1832.02.03_Freeman'sJournalandDailyCommercialAdvertiser_0003
267	375	370	1832	02	04	Caledonian Mercury	1832.02.04_CaledonianMercury_0004	1832	02	03	Liverpool Mercury	1832.02.03_LiverpoolMercuryetc_0003
440	682	673	1832	02	04	Freeman’s Journal	1832.02.04_Freeman'sJournalandDailyCommercialAdvertiser_0001	1832	02	01	Freeman’s Journal	1832.02.01_Freeman'sJournalandDailyCommercialAdvertiser_0001
222	366	365	1832	02	04	Freeman’s Journal	1832.02.04_Freeman'sJournalandDailyCommercialAdvertiser_0001	1832	02	02	Freeman’s Journal	1832.02.02_Freeman'sJournalandDailyCommercialAdvertiser_0001
291	477	471	1832	02	04	Freeman’s Journal	1832.02.04_Freeman'sJournalandDailyCommercialAdvertiser_0001	1832	02	03	Freeman’s Journal	1832.02.03_Freeman'sJournalandDailyCommercialAdvertiser_0001
224	386	415	1832	02	04	Freeman’s Journal	1832.02.04_Freeman'sJournalandDailyCommercialAdvertiser_0004	1832	02	02	Morning Chronicle	1832.02.02_TheMorningChronicle_0003
258	375	385	1832	02	04	Preston Chronicle	1832.02.04_PrestonChronicle_0001	1832	02	01	Derby Mercury	1832.02.01_TheDerbyMercury_0001
251	354	363	1832	02	04	Preston Chronicle	1832.02.04_PrestonChronicle_0001	1832	02	03	Liverpool Mercury	1832.02.03_LiverpoolMercuryetc_0002
229	398	400	1832	02	04	Preston Chronicle	1832.02.04_PrestonChronicle_0002	1832	02	03	Morning Chronicle	1832.02.03_TheMorningChronicle_0001
202	352	343	1832	02	04	Preston Chronicle	1832.02.04_PrestonChronicle_0003	1832	02	03	Liverpool Mercury	1832.02.03_LiverpoolMercuryetc_0007
200	313	312	1832	02	04	Preston Chronicle	1832.02.04_PrestonChronicle_0004	1832	02	03	Liverpool Mercury	1832.02.03_LiverpoolMercuryetc_0002
294	463	466	1832	02	04	Newcastle Courant	1832.02.04_TheNewcastleCourantetc_0002	1832	02	01	Derby Mercury	1832.02.01_TheDerbyMercury_0001
228	314	308	1832	02	05	Examiner	1832.02.05_TheExaminer_0007	1832	02	02	Morning Chronicle	1832.02.02_TheMorningChronicle_0002
200	275	280	1832	02	05	Examiner	1832.02.05_TheExaminer_0010	1832	02	01	Morning Chronicle	1832.02.01_TheMorningChronicle_0004
359	388	409	1832	02	05	Examiner	1832.02.05_TheExaminer_0011	1832	02	02	Morning Chronicle	1832.02.02_TheMorningChronicle_0002
419	530	549	1832	02	05	Examiner	1832.02.05_TheExaminer_0011	1832	02	02	Morning Chronicle	1832.02.02_TheMorningChronicle_0004
446	635	639	1832	02	06	Caledonian Mercury	1832.02.06_CaledonianMercury_0004	1832	02	02	Morning Chronicle	1832.02.02_TheMorningChronicle_0001
275	468	460	1832	02	06	Caledonian Mercury	1832.02.06_CaledonianMercury_0004	1832	02	04	Newcastle Courant	1832.02.04_TheNewcastleCourantetc_0002
893	1207	1246	1832	02	06	Freeman’s Journal	1832.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0004	1832	02	02	Morning Chronicle	1832.02.02_TheMorningChronicle_0001
212	314	316	1832	02	06	Freeman’s Journal	1832.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0004	1832	02	06	Caledonian Mercury	1832.02.06_CaledonianMercury_0004
201	330	334	1832	02	06	Hampshire/Portsmouth Telegraph	1832.02.06_HampshireTelegraphandSussexChronicleetc_0002	1832	02	04	Caledonian Mercury	1832.02.04_CaledonianMercury_0004
265	429	424	1832	02	06	Hampshire/Portsmouth Telegraph	1832.02.06_HampshireTelegraphandSussexChronicleetc_0002	1832	02	04	Freeman’s Journal	1832.02.04_Freeman'sJournalandDailyCommercialAdvertiser_0004
228	385	366	1832	02	06	Hampshire/Portsmouth Telegraph	1832.02.06_HampshireTelegraphandSussexChronicleetc_0003	1832	02	06	Freeman’s Journal	1832.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0004
236	366	371	1832	02	06	Morning Chronicle	1832.02.06_TheMorningChronicle_0003	1832	02	01	Morning Chronicle	1832.02.01_TheMorningChronicle_0003
284	395	381	1832	02	06	Morning Chronicle	1832.02.06_TheMorningChronicle_0003	1832	02	02	Morning Chronicle	1832.02.02_TheMorningChronicle_0002
212	325	331	1832	02	06	Morning Chronicle	1832.02.06_TheMorningChronicle_0003	1832	02	03	Morning Chronicle	1832.02.03_TheMorningChronicle_0004
245	358	339	1832	02	06	Morning Chronicle	1832.02.06_TheMorningChronicle_0003	1832	02	05	Examiner	1832.02.05_TheExaminer_0007
247	399	406	1832	02	07	Freeman’s Journal	1832.02.07_Freeman'sJournalandDailyCommercialAdvertiser_0001	1832	02	03	Freeman’s Journal	1832.02.03_Freeman'sJournalandDailyCommercialAdvertiser_0001
285	461	446	1832	02	07	Freeman’s Journal	1832.02.07_Freeman'sJournalandDailyCommercialAdvertiser_0001	1832	02	06	Freeman’s Journal	1832.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0001
233	371	360	1832	02	07	Freeman’s Journal	1832.02.07_Freeman'sJournalandDailyCommercialAdvertiser_0002	1832	02	02	Freeman’s Journal	1832.02.02_Freeman'sJournalandDailyCommercialAdvertiser_0001
209	325	314	1832	02	07	Freeman’s Journal	1832.02.07_Freeman'sJournalandDailyCommercialAdvertiser_0002	1832	02	04	Freeman’s Journal	1832.02.04_Freeman'sJournalandDailyCommercialAdvertiser_0002
1130	1676	1722	1832	02	07	Freeman’s Journal	1832.02.07_Freeman'sJournalandDailyCommercialAdvertiser_0004	1832	02	04	Morning Chronicle	1832.02.04_TheMorningChronicle_0001
215	373	370	1832	02	07	North Wales Chronicle	1832.02.07_NorthWalesChronicle_0004	1832	02	02	Caledonian Mercury	1832.02.02_CaledonianMercury_0002
221	376	387	1832	02	07	Belfast News-Letter	1832.02.07_TheBelfastNews-Letter_0001	1832	02	03	Freeman’s Journal	1832.02.03_Freeman'sJournalandDailyCommercialAdvertiser_0002
280	352	372	1832	02	07	Belfast News-Letter	1832.02.07_TheBelfastNews-Letter_0001	1832	02	03	Liverpool Mercury	1832.02.03_LiverpoolMercuryetc_0003
209	280	289	1832	02	07	Belfast News-Letter	1832.02.07_TheBelfastNews-Letter_0001	1832	02	03	Morning Chronicle	1832.02.03_TheMorningChronicle_0001
