PM	OL	OR	RYEAR	RMONTH	RDAY	RTITLE	RFILENAME	OYEAR	OMONTH	ODAY	OTITLE	OFILENAME
270	420	429	1817	09	03	Morning Chronicle	1817.09.03_TheMorningChronicle_0001	1817	09	01	Morning Chronicle	1817.09.01_TheMorningChronicle_0001
242	362	351	1817	09	03	Morning Chronicle	1817.09.03_TheMorningChronicle_0004	1817	09	02	Morning Chronicle	1817.09.02_TheMorningChronicle_0004
660	854	851	1817	09	04	Caledonian Mercury	1817.09.04_CaledonianMercury_0002	1817	09	01	Morning Chronicle	1817.09.01_TheMorningChronicle_0002
449	793	794	1817	09	04	Morning Chronicle	1817.09.04_TheMorningChronicle_0001	1817	09	01	Morning Chronicle	1817.09.01_TheMorningChronicle_0001
321	438	430	1817	09	04	Morning Chronicle	1817.09.04_TheMorningChronicle_0002	1817	09	02	Morning Chronicle	1817.09.02_TheMorningChronicle_0002
327	506	516	1817	09	04	Morning Chronicle	1817.09.04_TheMorningChronicle_0002	1817	09	04	Caledonian Mercury	1817.09.04_CaledonianMercury_0001
256	332	339	1817	09	04	Morning Chronicle	1817.09.04_TheMorningChronicle_0003	1817	09	02	Morning Chronicle	1817.09.02_TheMorningChronicle_0003
227	369	381	1817	09	04	Morning Chronicle	1817.09.04_TheMorningChronicle_0004	1817	09	01	Morning Chronicle	1817.09.01_TheMorningChronicle_0004
201	314	307	1817	09	04	Morning Chronicle	1817.09.04_TheMorningChronicle_0004	1817	09	03	Morning Chronicle	1817.09.03_TheMorningChronicle_0004
273	406	395	1817	09	04	Trewman’s Exeter Flying Post	1817.09.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001	1817	09	04	Caledonian Mercury	1817.09.04_CaledonianMercury_0002
235	322	313	1817	09	04	Trewman’s Exeter Flying Post	1817.09.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002	1817	09	02	Hull Packet	1817.09.02_TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser_0002
306	476	468	1817	09	04	Trewman’s Exeter Flying Post	1817.09.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003	1817	09	02	Hull Packet	1817.09.02_TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser_0001
332	599	584	1817	09	04	Trewman’s Exeter Flying Post	1817.09.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003	1817	09	04	Caledonian Mercury	1817.09.04_CaledonianMercury_0001
360	531	532	1817	09	05	Liverpool Mercury	1817.09.05_LiverpoolMercuryetc_0006	1817	09	02	Hull Packet	1817.09.02_TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser_0002
220	316	316	1817	09	05	Liverpool Mercury	1817.09.05_LiverpoolMercuryetc_0006	1817	09	04	Trewman’s Exeter Flying Post	1817.09.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
267	443	443	1817	09	05	Morning Chronicle	1817.09.05_TheMorningChronicle_0001	1817	09	01	Morning Chronicle	1817.09.01_TheMorningChronicle_0001
318	537	522	1817	09	05	Morning Chronicle	1817.09.05_TheMorningChronicle_0001	1817	09	02	Morning Chronicle	1817.09.02_TheMorningChronicle_0001
690	1064	1064	1817	09	05	Morning Chronicle	1817.09.05_TheMorningChronicle_0001	1817	09	03	Morning Chronicle	1817.09.03_TheMorningChronicle_0001
277	468	468	1817	09	05	Morning Chronicle	1817.09.05_TheMorningChronicle_0001	1817	09	04	Morning Chronicle	1817.09.04_TheMorningChronicle_0001
279	366	361	1817	09	05	Morning Chronicle	1817.09.05_TheMorningChronicle_0003	1817	09	04	Morning Chronicle	1817.09.04_TheMorningChronicle_0003
437	569	536	1817	09	06	Caledonian Mercury	1817.09.06_CaledonianMercury_0002	1817	09	02	Morning Chronicle	1817.09.02_TheMorningChronicle_0002
213	337	344	1817	09	06	Jackson’s Oxford Journal	1817.09.06_Jackson'sOxfordJournal_0004	1817	09	04	Trewman’s Exeter Flying Post	1817.09.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003
288	439	451	1817	09	06	Ipswich Journal	1817.09.06_TheIpswichJournal_0004	1817	09	01	Morning Chronicle	1817.09.01_TheMorningChronicle_0003
286	437	439	1817	09	06	Leeds Mercury	1817.09.06_TheLeedsMercury_0002	1817	09	04	Trewman’s Exeter Flying Post	1817.09.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
209	277	291	1817	09	06	Leeds Mercury	1817.09.06_TheLeedsMercury_0002	1817	09	06	Caledonian Mercury	1817.09.06_CaledonianMercury_0002
291	453	425	1817	09	06	Leeds Mercury	1817.09.06_TheLeedsMercury_0004	1817	09	02	Hull Packet	1817.09.02_TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser_0002
364	547	518	1817	09	06	Leeds Mercury	1817.09.06_TheLeedsMercury_0004	1817	09	04	Trewman’s Exeter Flying Post	1817.09.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
232	385	368	1817	09	06	Leeds Mercury	1817.09.06_TheLeedsMercury_0004	1817	09	04	Trewman’s Exeter Flying Post	1817.09.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003
232	367	337	1817	09	06	Leeds Mercury	1817.09.06_TheLeedsMercury_0004	1817	09	05	Liverpool Mercury	1817.09.05_LiverpoolMercuryetc_0006
624	1001	955	1817	09	06	Morning Chronicle	1817.09.06_TheMorningChronicle_0001	1817	09	03	Morning Chronicle	1817.09.03_TheMorningChronicle_0001
