PM	OL	OR	RYEAR	RMONTH	RDAY	RTITLE	RFILENAME	OYEAR	OMONTH	ODAY	OTITLE	OFILENAME
363	545	564	1819	04	01	Trewman’s Exeter Flying Post	1819.04.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001	1819	04	01	Caledonian Mercury	1819.04.01_CaledonianMercury_0002
278	497	503	1819	04	01	Trewman’s Exeter Flying Post	1819.04.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002	1819	04	01	Derby Mercury	1819.04.01_TheDerbyMercury_0004
348	449	450	1819	04	01	Trewman’s Exeter Flying Post	1819.04.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004	1819	04	01	Caledonian Mercury	1819.04.01_CaledonianMercury_0002
709	1026	1027	1819	04	02	Morning Chronicle	1819.04.02_TheMorningChronicle_0004	1819	04	01	Morning Chronicle	1819.04.01_TheMorningChronicle_0004
295	526	487	1819	04	03	Jackson’s Oxford Journal	1819.04.03_Jackson'sOxfordJournal_0004	1819	04	01	Caledonian Mercury	1819.04.01_CaledonianMercury_0002
219	338	326	1819	04	03	Ipswich Journal	1819.04.03_TheIpswichJournal_0004	1819	04	01	Trewman’s Exeter Flying Post	1819.04.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
320	482	460	1819	04	03	Leeds Mercury	1819.04.03_TheLeedsMercury_0002	1819	04	01	Trewman’s Exeter Flying Post	1819.04.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
220	390	391	1819	04	03	Morning Chronicle	1819.04.03_TheMorningChronicle_0001	1819	04	01	Morning Chronicle	1819.04.01_TheMorningChronicle_0001
232	341	335	1819	04	03	Morning Chronicle	1819.04.03_TheMorningChronicle_0004	1819	04	02	Morning Chronicle	1819.04.02_TheMorningChronicle_0004
452	680	689	1819	04	03	Newcastle Courant	1819.04.03_TheNewcastleCourantetc_0002	1819	04	01	Caledonian Mercury	1819.04.01_CaledonianMercury_0002
252	380	386	1819	04	03	Newcastle Courant	1819.04.03_TheNewcastleCourantetc_0003	1819	04	01	Trewman’s Exeter Flying Post	1819.04.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003
684	923	912	1819	04	05	Caledonian Mercury	1819.04.05_CaledonianMercury_0002	1819	04	02	Morning Chronicle	1819.04.02_TheMorningChronicle_0002
923	1286	1271	1819	04	05	Caledonian Mercury	1819.04.05_CaledonianMercury_0002	1819	04	02	Morning Chronicle	1819.04.02_TheMorningChronicle_0003
618	795	807	1819	04	05	Bristol Mercury	1819.04.05_TheBristolMercury_0004	1819	04	01	Morning Chronicle	1819.04.01_TheMorningChronicle_0002
395	474	471	1819	04	05	Bristol Mercury	1819.04.05_TheBristolMercury_0004	1819	04	01	Morning Chronicle	1819.04.01_TheMorningChronicle_0003
236	293	297	1819	04	05	Morning Chronicle	1819.04.05_TheMorningChronicle_0002	1819	04	01	Morning Chronicle	1819.04.01_TheMorningChronicle_0002
210	363	359	1819	04	05	Morning Chronicle	1819.04.05_TheMorningChronicle_0004	1819	04	01	Morning Chronicle	1819.04.01_TheMorningChronicle_0004
352	558	576	1819	04	05	Morning Chronicle	1819.04.05_TheMorningChronicle_0004	1819	04	02	Morning Chronicle	1819.04.02_TheMorningChronicle_0004
210	307	315	1819	04	06	Hull Packet	1819.04.06_TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser_0001	1819	04	01	Trewman’s Exeter Flying Post	1819.04.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
252	358	344	1819	04	06	Hull Packet	1819.04.06_TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser_0001	1819	04	01	Trewman’s Exeter Flying Post	1819.04.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004
253	391	388	1819	04	06	Morning Chronicle	1819.04.06_TheMorningChronicle_0001	1819	04	01	Morning Chronicle	1819.04.01_TheMorningChronicle_0001
301	429	449	1819	04	06	Morning Chronicle	1819.04.06_TheMorningChronicle_0001	1819	04	02	Morning Chronicle	1819.04.02_TheMorningChronicle_0001
371	557	557	1819	04	06	Morning Chronicle	1819.04.06_TheMorningChronicle_0001	1819	04	05	Morning Chronicle	1819.04.05_TheMorningChronicle_0002
292	403	413	1819	04	06	Morning Chronicle	1819.04.06_TheMorningChronicle_0003	1819	04	05	Hampshire/Portsmouth Telegraph	1819.04.05_HampshireTelegraphandSussexChronicleetc_0004
850	1208	1210	1819	04	06	Morning Chronicle	1819.04.06_TheMorningChronicle_0004	1819	04	02	Morning Chronicle	1819.04.02_TheMorningChronicle_0004
369	588	575	1819	04	06	Morning Chronicle	1819.04.06_TheMorningChronicle_0004	1819	04	05	Morning Chronicle	1819.04.05_TheMorningChronicle_0003
285	448	445	1819	04	06	Morning Chronicle	1819.04.06_TheMorningChronicle_0004	1819	04	05	Morning Chronicle	1819.04.05_TheMorningChronicle_0004
209	319	323	1819	04	07	Aberdeen Journal	1819.04.07_TheAberdeenJournal_0002	1819	04	01	Caledonian Mercury	1819.04.01_CaledonianMercury_0002
324	483	483	1819	04	07	Morning Chronicle	1819.04.07_TheMorningChronicle_0001	1819	04	02	Morning Chronicle	1819.04.02_TheMorningChronicle_0001
318	475	478	1819	04	07	Morning Chronicle	1819.04.07_TheMorningChronicle_0001	1819	04	05	Morning Chronicle	1819.04.05_TheMorningChronicle_0001
511	688	687	1819	04	07	Morning Chronicle	1819.04.07_TheMorningChronicle_0001	1819	04	05	Morning Chronicle	1819.04.05_TheMorningChronicle_0002
314	479	474	1819	04	07	Morning Chronicle	1819.04.07_TheMorningChronicle_0001	1819	04	06	Morning Chronicle	1819.04.06_TheMorningChronicle_0001
896	1251	1253	1819	04	07	Morning Chronicle	1819.04.07_TheMorningChronicle_0004	1819	04	02	Morning Chronicle	1819.04.02_TheMorningChronicle_0004
466	774	769	1819	04	07	Morning Chronicle	1819.04.07_TheMorningChronicle_0004	1819	04	03	Morning Chronicle	1819.04.03_TheMorningChronicle_0004
542	815	783	1819	04	07	Morning Chronicle	1819.04.07_TheMorningChronicle_0004	1819	04	05	Morning Chronicle	1819.04.05_TheMorningChronicle_0004
333	520	520	1819	04	07	Morning Chronicle	1819.04.07_TheMorningChronicle_0004	1819	04	06	Morning Chronicle	1819.04.06_TheMorningChronicle_0004
234	327	324	1819	04	08	Caledonian Mercury	1819.04.08_CaledonianMercury_0002	1819	04	06	Morning Chronicle	1819.04.06_TheMorningChronicle_0003
263	382	389	1819	04	08	Caledonian Mercury	1819.04.08_CaledonianMercury_0003	1819	04	01	Caledonian Mercury	1819.04.01_CaledonianMercury_0003
293	536	510	1819	04	08	Caledonian Mercury	1819.04.08_CaledonianMercury_0004	1819	04	01	Caledonian Mercury	1819.04.01_CaledonianMercury_0004
536	753	768	1819	04	08	Morning Chronicle	1819.04.08_TheMorningChronicle_0001	1819	04	01	Morning Chronicle	1819.04.01_TheMorningChronicle_0001
210	323	329	1819	04	08	Morning Chronicle	1819.04.08_TheMorningChronicle_0001	1819	04	03	Morning Chronicle	1819.04.03_TheMorningChronicle_0001
274	408	412	1819	04	08	Morning Chronicle	1819.04.08_TheMorningChronicle_0001	1819	04	05	Morning Chronicle	1819.04.05_TheMorningChronicle_0001
386	527	524	1819	04	08	Morning Chronicle	1819.04.08_TheMorningChronicle_0001	1819	04	06	Morning Chronicle	1819.04.06_TheMorningChronicle_0001
228	297	297	1819	04	08	Morning Chronicle	1819.04.08_TheMorningChronicle_0001	1819	04	07	Morning Chronicle	1819.04.07_TheMorningChronicle_0001
747	860	863	1819	04	08	Morning Chronicle	1819.04.08_TheMorningChronicle_0002	1819	04	01	Morning Chronicle	1819.04.01_TheMorningChronicle_0002
512	783	787	1819	04	08	Morning Chronicle	1819.04.08_TheMorningChronicle_0004	1819	04	01	Morning Chronicle	1819.04.01_TheMorningChronicle_0004
765	998	1017	1819	04	08	Morning Chronicle	1819.04.08_TheMorningChronicle_0004	1819	04	02	Morning Chronicle	1819.04.02_TheMorningChronicle_0004
364	556	551	1819	04	08	Morning Chronicle	1819.04.08_TheMorningChronicle_0004	1819	04	05	Morning Chronicle	1819.04.05_TheMorningChronicle_0004
248	366	367	1819	04	08	Morning Chronicle	1819.04.08_TheMorningChronicle_0004	1819	04	06	Morning Chronicle	1819.04.06_TheMorningChronicle_0004
