PM	OL	OR	RYEAR	RMONTH	RDAY	RTITLE	RFILENAME	OYEAR	OMONTH	ODAY	OTITLE	OFILENAME
266	403	416	1819	08	02	Bristol Mercury	1819.08.02_TheBristolMercury_0004	1819	08	02	Caledonian Mercury	1819.08.02_CaledonianMercury_0002
452	585	580	1819	08	02	Morning Chronicle	1819.08.02_TheMorningChronicle_0002	1819	08	02	Bristol Mercury	1819.08.02_TheBristolMercury_0002
214	365	372	1819	08	02	Morning Chronicle	1819.08.02_TheMorningChronicle_0003	1819	08	02	Bristol Mercury	1819.08.02_TheBristolMercury_0002
220	315	317	1819	08	02	Morning Chronicle	1819.08.02_TheMorningChronicle_0003	1819	08	02	Bristol Mercury	1819.08.02_TheBristolMercury_0004
200	320	322	1819	08	03	Hull Packet	1819.08.03_TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser_0004	1819	08	02	Bristol Mercury	1819.08.02_TheBristolMercury_0004
218	350	362	1819	08	03	Morning Chronicle	1819.08.03_TheMorningChronicle_0003	1819	08	02	Morning Chronicle	1819.08.02_TheMorningChronicle_0003
383	623	629	1819	08	04	Morning Chronicle	1819.08.04_TheMorningChronicle_0001	1819	08	02	Morning Chronicle	1819.08.02_TheMorningChronicle_0001
630	924	922	1819	08	05	Caledonian Mercury	1819.08.05_CaledonianMercury_0002	1819	08	02	Bristol Mercury	1819.08.02_TheBristolMercury_0002
720	844	856	1819	08	05	Caledonian Mercury	1819.08.05_CaledonianMercury_0002	1819	08	02	Morning Chronicle	1819.08.02_TheMorningChronicle_0002
563	763	755	1819	08	05	Caledonian Mercury	1819.08.05_CaledonianMercury_0002	1819	08	02	Morning Chronicle	1819.08.02_TheMorningChronicle_0003
321	489	463	1819	08	05	Derby Mercury	1819.08.05_TheDerbyMercury_0001	1819	08	02	Morning Chronicle	1819.08.02_TheMorningChronicle_0003
537	850	822	1819	08	05	Derby Mercury	1819.08.05_TheDerbyMercury_0001	1819	08	05	Caledonian Mercury	1819.08.05_CaledonianMercury_0002
488	731	733	1819	08	05	Morning Chronicle	1819.08.05_TheMorningChronicle_0001	1819	08	02	Morning Chronicle	1819.08.02_TheMorningChronicle_0001
327	452	463	1819	08	05	Morning Chronicle	1819.08.05_TheMorningChronicle_0001	1819	08	04	Morning Chronicle	1819.08.04_TheMorningChronicle_0001
418	546	547	1819	08	05	Morning Chronicle	1819.08.05_TheMorningChronicle_0002	1819	08	03	Morning Chronicle	1819.08.03_TheMorningChronicle_0002
1893	2551	2550	1819	08	05	Morning Chronicle	1819.08.05_TheMorningChronicle_0004	1819	08	02	Morning Chronicle	1819.08.02_TheMorningChronicle_0004
224	330	334	1819	08	05	Morning Chronicle	1819.08.05_TheMorningChronicle_0004	1819	08	04	Morning Chronicle	1819.08.04_TheMorningChronicle_0004
683	1014	1029	1819	08	05	Trewman’s Exeter Flying Post	1819.08.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003	1819	08	02	Bristol Mercury	1819.08.02_TheBristolMercury_0001
359	473	474	1819	08	05	Trewman’s Exeter Flying Post	1819.08.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003	1819	08	02	Bristol Mercury	1819.08.02_TheBristolMercury_0004
226	292	295	1819	08	05	Trewman’s Exeter Flying Post	1819.08.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003	1819	08	02	Morning Chronicle	1819.08.02_TheMorningChronicle_0003
201	314	304	1819	08	05	Trewman’s Exeter Flying Post	1819.08.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004	1819	08	04	Morning Chronicle	1819.08.04_TheMorningChronicle_0003
319	468	454	1819	08	06	Liverpool Mercury	1819.08.06_LiverpoolMercuryetc_0003	1819	08	02	Bristol Mercury	1819.08.02_TheBristolMercury_0001
