PM	OL	OR	RYEAR	RMONTH	RDAY	RTITLE	RFILENAME	OYEAR	OMONTH	ODAY	OTITLE	OFILENAME
820	1251	1266	1801	02	03	Hull Packet	1801.02.03_TheHullPacket_0003	1801	02	02	Caledonian Mercury	1801.02.02_CaledonianMercury_0002
340	438	441	1801	02	03	Hull Packet	1801.02.03_TheHullPacket_0004	1801	02	02	Caledonian Mercury	1801.02.02_CaledonianMercury_0002
445	673	663	1801	02	04	Morning Chronicle	1801.02.04_TheMorningChronicle_0004	1801	02	02	Morning Chronicle	1801.02.02_TheMorningChronicle_0004
324	441	431	1801	02	05	Caledonian Mercury	1801.02.05_CaledonianMercury_0002	1801	02	02	Morning Chronicle	1801.02.02_TheMorningChronicle_0002
282	411	408	1801	02	05	Caledonian Mercury	1801.02.05_CaledonianMercury_0003	1801	02	02	Aberdeen Journal	1801.02.02_TheAberdeenJournal_0004
240	340	343	1801	02	05	Caledonian Mercury	1801.02.05_CaledonianMercury_0004	1801	02	02	Caledonian Mercury	1801.02.02_CaledonianMercury_0003
213	306	312	1801	02	05	Derby Mercury	1801.02.05_TheDerbyMercury_0002	1801	02	02	Morning Chronicle	1801.02.02_TheMorningChronicle_0003
671	935	957	1801	02	05	Derby Mercury	1801.02.05_TheDerbyMercury_0002	1801	02	05	Caledonian Mercury	1801.02.05_CaledonianMercury_0003
732	1066	1087	1801	02	05	Derby Mercury	1801.02.05_TheDerbyMercury_0003	1801	02	02	Caledonian Mercury	1801.02.02_CaledonianMercury_0002
225	384	380	1801	02	05	Derby Mercury	1801.02.05_TheDerbyMercury_0003	1801	02	02	Hampshire/Portsmouth Telegraph	1801.02.02_PortsmouthTelegraphorMottley'sNavalandMilitaryJournal_0003
554	879	913	1801	02	05	Derby Mercury	1801.02.05_TheDerbyMercury_0003	1801	02	03	Hull Packet	1801.02.03_TheHullPacket_0003
449	733	747	1801	02	05	Morning Chronicle	1801.02.05_TheMorningChronicle_0004	1801	02	02	Morning Chronicle	1801.02.02_TheMorningChronicle_0004
287	467	464	1801	02	05	Trewman’s Exeter Flying Post	1801.02.05_Trewman'sExeterFlyingPost_0003	1801	02	03	Hull Packet	1801.02.03_TheHullPacket_0004
691	1012	1014	1801	02	05	Trewman’s Exeter Flying Post	1801.02.05_Trewman'sExeterFlyingPost_0004	1801	02	05	Caledonian Mercury	1801.02.05_CaledonianMercury_0003
626	927	922	1801	02	05	Trewman’s Exeter Flying Post	1801.02.05_Trewman'sExeterFlyingPost_0004	1801	02	05	Derby Mercury	1801.02.05_TheDerbyMercury_0002
241	420	417	1801	02	06	Morning Chronicle	1801.02.06_TheMorningChronicle_0004	1801	02	04	Morning Chronicle	1801.02.04_TheMorningChronicle_0004
283	465	437	1801	02	07	Caledonian Mercury	1801.02.07_CaledonianMercury_0004	1801	02	05	Caledonian Mercury	1801.02.05_CaledonianMercury_0004
523	751	758	1801	02	07	Jackson’s Oxford Journal	1801.02.07_Jackson'sOxfordJournal_0001	1801	02	05	Caledonian Mercury	1801.02.05_CaledonianMercury_0003
515	782	778	1801	02	07	Jackson’s Oxford Journal	1801.02.07_Jackson'sOxfordJournal_0001	1801	02	05	Derby Mercury	1801.02.05_TheDerbyMercury_0002
498	760	767	1801	02	07	Jackson’s Oxford Journal	1801.02.07_Jackson'sOxfordJournal_0001	1801	02	05	Trewman’s Exeter Flying Post	1801.02.05_Trewman'sExeterFlyingPost_0004
339	500	510	1801	02	07	Jackson’s Oxford Journal	1801.02.07_Jackson'sOxfordJournal_0002	1801	02	07	Caledonian Mercury	1801.02.07_CaledonianMercury_0003
239	331	335	1801	02	07	Jackson’s Oxford Journal	1801.02.07_Jackson'sOxfordJournal_0003	1801	02	02	Morning Chronicle	1801.02.02_TheMorningChronicle_0003
232	383	373	1801	02	07	Jackson’s Oxford Journal	1801.02.07_Jackson'sOxfordJournal_0004	1801	02	03	Hull Packet	1801.02.03_TheHullPacket_0004
478	765	739	1801	02	07	Jackson’s Oxford Journal	1801.02.07_Jackson'sOxfordJournal_0004	1801	02	05	Trewman’s Exeter Flying Post	1801.02.05_Trewman'sExeterFlyingPost_0003
430	717	715	1801	02	07	Ipswich Journal	1801.02.07_TheIpswichJournal_0004	1801	02	05	Derby Mercury	1801.02.05_TheDerbyMercury_0002
245	403	408	1801	02	07	Ipswich Journal	1801.02.07_TheIpswichJournal_0004	1801	02	05	Derby Mercury	1801.02.05_TheDerbyMercury_0003
