PM	OL	OR	RYEAR	RMONTH	RDAY	RTITLE	RFILENAME	OYEAR	OMONTH	ODAY	OTITLE	OFILENAME
216	321	322	1822	01	02	Morning Chronicle	1822.01.02_TheMorningChronicle_0003	1822	01	01	Morning Chronicle	1822.01.01_TheMorningChronicle_0003
376	539	532	1822	01	02	Morning Chronicle	1822.01.02_TheMorningChronicle_0004	1822	01	01	Morning Chronicle	1822.01.01_TheMorningChronicle_0002
208	300	290	1822	01	02	Morning Chronicle	1822.01.02_TheMorningChronicle_0004	1822	01	01	Morning Chronicle	1822.01.01_TheMorningChronicle_0004
553	760	741	1822	01	03	Caledonian Mercury	1822.01.03_CaledonianMercury_0002	1822	01	01	Morning Chronicle	1822.01.01_TheMorningChronicle_0002
441	748	734	1822	01	03	Caledonian Mercury	1822.01.03_CaledonianMercury_0002	1822	01	02	Morning Chronicle	1822.01.02_TheMorningChronicle_0003
283	379	379	1822	01	03	Caledonian Mercury	1822.01.03_CaledonianMercury_0003	1822	01	01	Morning Chronicle	1822.01.01_TheMorningChronicle_0002
1281	2000	2007	1822	01	03	Caledonian Mercury	1822.01.03_CaledonianMercury_0003	1822	01	02	Morning Chronicle	1822.01.02_TheMorningChronicle_0004
273	412	410	1822	01	03	Morning Chronicle	1822.01.03_TheMorningChronicle_0001	1822	01	01	Morning Chronicle	1822.01.01_TheMorningChronicle_0001
317	428	430	1822	01	03	Trewman’s Exeter Flying Post	1822.01.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001	1822	01	02	Morning Chronicle	1822.01.02_TheMorningChronicle_0001
281	381	391	1822	01	03	Trewman’s Exeter Flying Post	1822.01.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003	1822	01	03	Caledonian Mercury	1822.01.03_CaledonianMercury_0002
268	352	353	1822	01	03	Trewman’s Exeter Flying Post	1822.01.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004	1822	01	03	Caledonian Mercury	1822.01.03_CaledonianMercury_0002
796	1055	1034	1822	01	04	Glasgow Herald	1822.01.04_GlasgowHerald_0001	1822	01	01	Morning Chronicle	1822.01.01_TheMorningChronicle_0002
556	953	945	1822	01	04	Glasgow Herald	1822.01.04_GlasgowHerald_0001	1822	01	02	Morning Chronicle	1822.01.02_TheMorningChronicle_0003
383	585	586	1822	01	04	Glasgow Herald	1822.01.04_GlasgowHerald_0001	1822	01	02	Morning Chronicle	1822.01.02_TheMorningChronicle_0004
2084	2851	2905	1822	01	04	Glasgow Herald	1822.01.04_GlasgowHerald_0001	1822	01	03	Caledonian Mercury	1822.01.03_CaledonianMercury_0002
259	408	412	1822	01	04	Glasgow Herald	1822.01.04_GlasgowHerald_0002	1822	01	02	Morning Chronicle	1822.01.02_TheMorningChronicle_0004
574	954	963	1822	01	04	Glasgow Herald	1822.01.04_GlasgowHerald_0004	1822	01	02	Derby Mercury	1822.01.02_TheDerbyMercury_0002
613	800	787	1822	01	04	Glasgow Herald	1822.01.04_GlasgowHerald_0004	1822	01	03	Caledonian Mercury	1822.01.03_CaledonianMercury_0002
281	430	407	1822	01	04	Glasgow Herald	1822.01.04_GlasgowHerald_0004	1822	01	03	Trewman’s Exeter Flying Post	1822.01.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003
205	328	313	1822	01	04	Liverpool Mercury	1822.01.04_LiverpoolMercuryetc_0002	1822	01	02	Morning Chronicle	1822.01.02_TheMorningChronicle_0004
317	510	495	1822	01	04	Liverpool Mercury	1822.01.04_LiverpoolMercuryetc_0002	1822	01	03	Caledonian Mercury	1822.01.03_CaledonianMercury_0003
473	732	728	1822	01	04	Morning Chronicle	1822.01.04_TheMorningChronicle_0001	1822	01	02	Morning Chronicle	1822.01.02_TheMorningChronicle_0001
283	404	402	1822	01	04	Morning Chronicle	1822.01.04_TheMorningChronicle_0002	1822	01	01	Morning Chronicle	1822.01.01_TheMorningChronicle_0003
295	471	470	1822	01	04	Morning Chronicle	1822.01.04_TheMorningChronicle_0002	1822	01	02	Morning Chronicle	1822.01.02_TheMorningChronicle_0003
1186	1695	1643	1822	01	05	Caledonian Mercury	1822.01.05_CaledonianMercury_0002	1822	01	02	Morning Chronicle	1822.01.02_TheMorningChronicle_0002
339	438	427	1822	01	05	Caledonian Mercury	1822.01.05_CaledonianMercury_0002	1822	01	03	Morning Chronicle	1822.01.03_TheMorningChronicle_0002
